Seconds.milliseconds since 1970,Queue size of CMController,Acceleration value in x-direction,Acceleration value in y-direction,Acceleration value in z-direction,Label used for the current sample
1352711980.419,0,0.069707,-0.058613,-0.040509,0
1352711980.430,0,-0.003541,-0.015611,-0.022915,0
1352711980.440,0,-0.069989,0.028618,0.002083,0
1352711980.451,0,-0.131058,0.049081,0.039965,0
1352711980.462,0,-0.167235,0.043093,0.055567,0
1352711980.472,0,-0.156018,0.036753,0.049131,0
1352711980.483,0,-0.124125,0.035850,0.045434,0
1352711980.494,0,-0.086939,0.014579,0.023504,0
1352711980.505,0,-0.038208,0.021772,-0.004327,0
1352711980.515,0,-0.016157,0.030295,-0.015925,0
1352711980.526,0,-0.039897,0.017072,0.008056,0
1352711980.537,0,-0.049129,0.012563,-0.002021,0
1352711980.548,0,-0.052455,0.026350,-0.029345,0
1352711980.558,0,-0.068592,0.037752,-0.051985,0
1352711980.569,0,-0.074705,0.037053,-0.056033,0
1352711980.580,0,-0.065772,0.030784,-0.040984,0
1352711980.591,0,-0.058015,0.029614,-0.024776,0
1352711980.601,0,-0.075014,0.038684,-0.014724,0
1352711980.612,0,-0.094961,0.036151,-0.011610,0
1352711980.623,0,-0.084227,0.038573,-0.022874,0
1352711980.634,0,-0.051075,0.029959,-0.027693,0
1352711980.644,0,-0.022937,0.005864,-0.022779,0
1352711980.655,0,-0.027265,0.008916,-0.013520,0
1352711980.666,0,-0.032543,0.004593,-0.007865,0
1352711980.677,0,-0.010537,0.001924,0.002454,0
1352711980.687,0,0.002188,0.006486,0.016276,0
1352711980.698,0,0.016622,0.006974,0.016276,0
1352711980.709,0,0.016974,0.001839,0.009190,0
1352711980.720,0,0.001957,0.002954,-0.008850,0
1352711980.730,0,-0.002588,0.005584,-0.018479,0
1352711980.741,0,-0.010313,0.006295,-0.016908,0
1352711980.752,0,-0.010080,0.009161,-0.021187,0
1352711980.763,0,-0.024765,0.020835,-0.014464,0
1352711980.773,0,-0.011454,0.014635,-0.005703,0
1352711980.784,0,0.013420,0.012325,-0.012062,0
1352711980.795,0,0.032362,0.006801,-0.005096,0
1352711980.806,0,0.022297,0.000686,0.013125,0
1352711980.816,0,0.001800,0.010655,0.032253,0
1352711980.827,0,-0.013473,0.008923,0.037176,0
1352711980.838,0,-0.009117,0.006507,0.034584,0
1352711980.849,0,0.001511,0.002505,0.042028,0
1352711980.859,0,0.012676,-0.000060,0.043476,0
1352711980.870,0,0.018240,-0.003525,0.009542,0
1352711980.881,0,0.003084,0.004753,-0.034623,0
1352711980.892,0,-0.007502,0.011863,-0.046906,0
1352711980.902,0,-0.007136,0.009881,-0.044952,0
1352711980.913,0,-0.006624,0.004189,-0.037258,0
1352711980.924,0,-0.001642,0.004774,-0.039284,0
1352711980.935,0,0.001966,0.014531,-0.023892,0
1352711980.945,0,0.008501,0.000336,-0.016590,0
1352711980.956,0,-0.006360,-0.005622,-0.028770,0
1352711980.967,0,-0.019782,0.006937,-0.048205,0
1352711980.978,0,-0.038900,0.017837,-0.039373,0
1352711980.988,0,-0.063214,0.021926,-0.025844,0
1352711980.999,0,-0.050837,0.010060,0.019167,0
1352711981.010,0,-0.033498,0.004874,0.033540,0
1352711981.021,0,-0.027827,-0.000199,0.047274,0
1352711981.031,0,-0.024430,0.003874,0.042093,0
1352711981.042,0,-0.028617,0.025576,0.024079,0
1352711981.053,0,-0.050283,0.029618,0.004390,0
1352711981.063,0,-0.071081,0.036817,0.005318,0
1352711981.074,0,-0.076000,0.049510,0.011617,0
1352711981.085,0,-0.078990,0.039707,0.013430,0
1352711981.096,0,-0.057501,0.026651,0.022408,0
1352711981.106,0,-0.037849,0.021519,0.017598,0
1352711981.117,0,-0.026459,0.019105,-0.012018,0
1352711981.128,0,-0.026034,0.003440,-0.061868,0
1352711981.139,0,-0.007706,-0.006531,-0.066999,0
1352711981.149,0,0.037559,-0.025320,-0.072960,0
1352711981.160,0,0.074338,-0.045263,-0.068809,0
1352711981.171,0,0.083563,-0.046121,-0.054111,0
1352711981.182,0,0.080988,-0.045057,-0.048151,0
1352711981.192,0,0.073473,-0.036889,-0.016649,0
1352711981.203,0,0.065692,-0.031584,0.010311,0
1352711981.214,0,0.068989,-0.026851,0.006955,0
1352711981.225,0,0.056331,-0.024578,0.005207,0
1352711981.235,0,0.027296,-0.003477,0.002809,0
1352711981.246,0,-0.019392,0.020449,0.009296,0
1352711981.257,0,-0.037950,0.022280,0.031589,0
1352711981.268,0,-0.053565,0.021592,0.050670,0
1352711981.278,0,-0.075578,0.021791,0.047542,0
1352711981.289,0,-0.083972,0.027370,0.015694,0
1352711981.300,0,-0.070818,0.042099,-0.027713,0
1352711981.311,0,-0.048233,0.036230,-0.038926,0
1352711981.321,0,-0.062316,0.033225,-0.038416,0
1352711981.332,0,-0.062120,0.036354,-0.022759,0
1352711981.343,0,-0.044460,0.036254,-0.005282,0
1352711981.354,0,-0.010598,0.009882,0.040945,0
1352711981.364,0,0.032894,-0.023782,0.083505,0
1352711981.375,0,0.042819,-0.024215,0.088703,0
1352711981.386,0,0.010967,-0.024236,0.044037,0
1352711981.397,0,-0.013359,-0.007393,0.018743,0
1352711981.407,0,-0.033335,0.010190,-0.010663,0
1352711981.418,0,-0.035343,0.021553,-0.043469,0
1352711981.429,0,-0.026764,0.020930,-0.073891,0
1352711981.440,0,-0.025187,0.038188,-0.090792,0
1352711981.450,0,-0.043980,0.045773,-0.081957,0
1352711981.461,0,-0.072282,0.051802,-0.036512,0
1352711981.472,0,-0.088370,0.049275,0.000902,0
1352711981.483,0,-0.044919,0.000365,0.086324,0
1352711981.493,0,-0.009236,-0.028339,0.163484,0
1352711981.504,0,0.052306,-0.041266,0.119452,0
1352711981.515,0,-0.007434,0.033130,-0.003422,0
1352711981.526,0,-0.087482,0.067316,-0.033824,0
1352711981.536,0,-0.225277,0.099951,-0.107074,0
1352711981.547,0,-0.182392,0.056205,-0.157395,0
1352711981.558,0,0.003237,0.006942,-0.178773,0
1352711981.569,0,0.133234,-0.054615,-0.133514,0
1352711981.579,0,0.194715,-0.105240,-0.014017,0
1352711981.590,0,0.207691,-0.130165,0.072125,0
1352711981.601,0,0.020538,-0.017963,0.004284,0
1352711981.612,0,-0.044675,-0.008329,0.012633,0
1352711981.622,0,-0.046127,-0.002084,0.021927,0
1352711981.633,0,-0.041070,0.004373,-0.004380,0
1352711981.644,0,-0.025299,-0.011681,-0.015453,0
1352711981.655,0,-0.004967,-0.006851,-0.020414,0
1352711981.665,0,0.008532,-0.004988,-0.019247,0
1352711981.676,0,0.006623,0.013129,-0.012794,0
1352711981.687,0,-0.030072,0.043056,0.015775,0
1352711981.697,0,-0.075406,0.050020,0.043311,0
1352711981.708,0,-0.082527,0.043594,0.024575,0
1352711981.719,0,-0.011608,0.006642,-0.068566,0
1352711981.730,0,0.020141,-0.014277,-0.071096,0
1352711981.740,0,0.032695,-0.017835,-0.030734,0
1352711981.751,0,0.020002,0.009150,0.022703,0
1352711981.762,0,-0.020054,0.033132,0.059057,0
1352711981.773,0,-0.052712,0.030119,0.048574,0
1352711981.783,0,-0.046385,0.023063,-0.008306,0
1352711981.794,0,-0.018267,0.007146,-0.056408,0
1352711981.805,0,0.015130,-0.006404,-0.074445,0
1352711981.816,0,0.027340,-0.008834,-0.048485,0
1352711981.826,0,0.021309,0.002564,-0.012575,0
1352711981.837,0,-0.021425,0.015839,0.027952,0
1352711981.848,0,-0.047328,0.021041,0.051172,0
1352711981.859,0,-0.060598,0.015657,0.047624,0
1352711981.869,0,-0.029174,0.006392,0.033983,0
1352711981.880,0,-0.010744,-0.010109,0.009041,0
1352711981.891,0,-0.000528,-0.011886,-0.003857,0
1352711981.902,0,-0.017179,0.010870,-0.000826,0
1352711981.912,0,-0.077639,0.042009,-0.000016,0
1352711981.923,0,-0.107751,0.052714,0.005366,0
1352711981.934,0,-0.071560,0.024339,0.022279,0
1352711981.945,0,-0.021208,0.001136,0.016735,0
1352711981.955,0,0.040591,-0.025470,0.005287,0
1352711981.966,0,0.018855,-0.003901,0.016530,0
1352711981.977,0,-0.020430,-0.001052,0.024817,0
1352711981.988,0,-0.025861,-0.008654,-0.008638,0
1352711981.998,0,-0.001490,-0.011499,-0.041392,0
1352711982.009,0,0.019646,-0.022439,-0.039056,0
1352711982.020,0,0.007121,-0.006946,-0.023287,0
1352711982.031,0,-0.011390,0.011565,-0.012407,0
1352711982.041,0,-0.026218,0.032457,0.020628,0
1352711982.052,0,-0.041835,0.045067,0.020074,0
1352711982.063,0,-0.023909,0.025016,-0.010108,0
1352711982.074,0,0.003937,-0.029320,-0.117599,0
1352711982.084,0,0.031202,-0.026507,-0.075151,0
1352711982.095,0,0.035268,0.001644,-0.027390,0
1352711982.106,0,0.046920,-0.001629,-0.019888,0
1352711982.117,0,0.034604,-0.005523,-0.028884,0
1352711982.127,0,0.009730,-0.005036,-0.029370,0
1352711982.138,0,0.010665,-0.017413,-0.010438,0
1352711982.149,0,-0.004042,-0.004941,0.033018,0
1352711982.160,0,0.002008,0.026501,0.060625,0
1352711982.170,0,0.092707,0.074980,0.035335,0
1352711982.181,0,0.100573,0.067685,-0.024371,0
1352711982.192,0,-0.001378,-0.003532,-0.087489,0
1352711982.203,0,-0.034521,-0.016731,-0.077303,0
1352711982.213,0,-0.035929,-0.016527,-0.052419,0
1352711982.224,0,-0.018628,0.013780,-0.030270,0
1352711982.235,0,-0.006793,0.061416,0.007651,0
1352711982.246,0,0.012102,0.072356,0.045527,0
1352711982.256,0,-0.027507,0.135614,0.129278,0
1352711982.267,0,-0.048611,0.126876,0.199958,0
1352711982.278,0,-0.010835,0.049570,0.136170,0
1352711982.288,0,0.021946,-0.016132,0.053388,0
1352711982.299,0,0.012495,-0.035470,0.019690,0
1352711982.310,0,-0.032786,-0.048857,-0.058777,0
1352711982.321,0,-0.045058,-0.035785,-0.068200,0
1352711982.331,0,-0.025482,-0.032945,-0.059195,0
1352711982.342,0,-0.008414,-0.063054,-0.061874,0
1352711982.353,0,-0.031421,-0.062666,-0.053161,0
1352711982.364,0,-0.056253,-0.017045,-0.046012,0
1352711982.374,0,-0.028517,-0.019781,-0.069034,0
1352711982.385,0,-0.037273,-0.031308,-0.106295,0
1352711982.396,0,-0.042237,-0.043152,-0.101125,0
1352711982.407,0,-0.032334,-0.039339,-0.067127,0
1352711982.417,0,-0.023266,-0.031999,-0.069164,0
1352711982.428,0,0.011331,0.003129,-0.059807,0
1352711982.439,0,-0.015885,0.066490,-0.012607,0
1352711982.450,0,0.002123,0.043532,0.001784,0
1352711982.460,0,0.008095,0.013387,-0.026221,0
1352711982.471,0,-0.009240,-0.017910,-0.022423,0
1352711982.482,0,-0.022197,-0.030548,-0.011732,0
1352711982.493,0,-0.018501,-0.012367,0.011064,0
1352711982.503,0,-0.003627,0.015335,0.010802,0
1352711982.514,0,0.004938,0.007643,0.005403,0
1352711982.525,0,-0.018446,-0.011221,-0.013082,0
1352711982.536,0,-0.126924,-0.056606,-0.021679,0
1352711982.546,0,-0.026246,-0.072618,-0.025364,0
1352711982.557,0,-0.015307,-0.021439,0.009393,0
1352711982.568,0,-0.063618,0.019399,0.048156,0
1352711982.579,0,-0.049930,0.019690,0.096368,0
1352711982.589,0,0.009767,0.011080,0.091500,0
1352711982.600,0,0.035425,0.011485,0.050540,0
1352711982.611,0,0.043321,0.024894,0.013671,0
1352711982.622,0,0.058558,0.008188,0.007048,0
1352711982.632,0,0.074879,-0.007354,-0.006276,0
1352711982.643,0,0.066827,-0.010890,0.009828,0
1352711982.654,0,0.055929,-0.001975,-0.008655,0
1352711982.665,0,0.016142,0.027379,0.042343,0
1352711982.675,0,-0.066358,0.015690,0.218456,0
1352711982.686,0,-0.074872,0.061672,0.160031,0
1352711982.697,0,-0.048550,0.099456,-0.101653,0
1352711982.708,0,-0.036710,0.041401,-0.150306,0
1352711982.718,0,0.002260,-0.012587,-0.077963,0
1352711982.729,0,0.055781,-0.023100,0.025237,0
1352711982.740,0,0.065486,-0.037060,0.098413,0
1352711982.751,0,0.046683,-0.034058,0.140722,0
1352711982.761,0,0.023911,0.002760,0.127705,0
1352711982.772,0,-0.018467,0.027094,0.054115,0
1352711982.783,0,-0.017955,0.019361,-0.097239,0
1352711982.794,0,-0.000046,0.001275,-0.118984,0
1352711982.804,0,0.026880,-0.005849,-0.104239,0
1352711982.815,0,0.038457,-0.004045,-0.026002,0
1352711982.826,0,0.048154,-0.022331,0.035700,0
1352711982.837,0,0.058544,-0.027678,0.030438,0
1352711982.847,0,0.033427,-0.014556,-0.004143,0
1352711982.858,0,0.004039,-0.005801,-0.012160,0
1352711982.869,0,-0.011839,0.009364,-0.043368,0
1352711982.879,0,-0.044174,0.013730,-0.083363,0
1352711982.890,0,-0.069508,0.019235,-0.085668,0
1352711982.901,0,-0.048358,-0.007153,0.012444,0
1352711982.912,0,-0.054293,0.005121,0.022732,0
1352711982.922,0,-0.066601,0.023936,0.019519,0
1352711982.933,0,-0.067285,0.038650,0.018888,0
1352711982.944,0,-0.057763,0.037434,0.016892,0
1352711982.955,0,-0.055756,0.037120,-0.012783,0
1352711982.965,0,-0.051583,0.038989,-0.024071,0
1352711982.976,0,-0.024747,0.032109,-0.039366,0
1352711982.987,0,-0.004188,0.013797,-0.057388,0
1352711982.998,0,0.005273,0.011315,-0.072681,0
1352711983.008,0,0.009888,0.022287,-0.065179,0
1352711983.019,0,-0.017677,0.016818,-0.034957,0
1352711983.030,0,-0.021455,0.022916,-0.035388,0
1352711983.041,0,-0.028864,0.025761,-0.025938,0
1352711983.051,0,-0.043034,0.026743,-0.027975,0
1352711983.062,0,-0.046744,0.029655,-0.040618,0
1352711983.073,0,-0.042834,0.031385,-0.059028,0
1352711983.084,0,-0.033718,0.015731,-0.061080,0
1352711983.094,0,-0.024600,0.014789,-0.031351,0
1352711983.105,0,-0.022893,0.004092,0.034776,0
1352711983.116,0,-0.022873,0.005507,0.089773,0
1352711983.127,0,-0.025759,0.014209,0.097639,0
1352711983.137,0,-0.010588,0.005190,0.035516,0
1352711983.148,0,-0.012357,0.007769,0.003038,0
1352711983.159,0,-0.020648,0.012781,-0.013345,0
1352711983.170,0,-0.020027,0.017295,0.004283,0
1352711983.180,0,-0.018026,0.018082,0.018803,0
1352711983.191,0,-0.006814,0.009967,0.013774,0
1352711983.202,0,-0.002212,0.006991,0.010888,0
1352711983.213,0,0.000749,-0.000559,0.024037,0
1352711983.223,0,-0.002567,-0.005900,0.033453,0
1352711983.234,0,-0.017934,-0.001742,0.027544,0
1352711983.245,0,-0.018331,-0.000414,0.013318,0
1352711983.256,0,-0.000946,0.001781,-0.032007,0
1352711983.266,0,-0.001708,0.008139,-0.045192,0
1352711983.277,0,-0.007773,0.005564,-0.055912,0
1352711983.288,0,0.004925,-0.003439,-0.043562,0
1352711983.299,0,0.019054,-0.015296,-0.030808,0
1352711983.309,0,0.018481,-0.023481,-0.035960,0
1352711983.320,0,-0.009097,-0.011272,-0.040298,0
1352711983.331,0,-0.034948,0.007106,-0.041482,0
1352711983.342,0,-0.045218,0.015741,-0.024586,0
1352711983.352,0,-0.038587,0.003662,-0.018294,0
1352711983.363,0,-0.025934,-0.009808,-0.019488,0
1352711983.374,0,0.003280,0.004783,-0.006519,0
1352711983.385,0,-0.003778,-0.005478,-0.000426,0
1352711983.395,0,-0.007101,-0.007887,-0.006129,0
1352711983.406,0,-0.031731,0.005543,-0.007015,0
1352711983.417,0,-0.028630,0.021386,0.009038,0
1352711983.428,0,-0.022914,-0.001382,0.020530,0
1352711983.438,0,-0.028824,-0.027005,0.028146,0
1352711983.449,0,-0.016259,-0.023022,0.025482,0
1352711983.460,0,0.004582,0.006768,-0.009167,0
1352711983.471,0,0.014473,0.020229,-0.065853,0
1352711983.481,0,-0.017570,0.025849,-0.105445,0
1352711983.492,0,-0.038766,0.018392,-0.067594,0
1352711983.503,0,-0.045285,0.005555,0.005985,0
1352711983.513,0,-0.012426,-0.019593,0.053689,0
1352711983.524,0,0.036146,-0.006237,0.070652,0
1352711983.535,0,0.042487,0.015990,0.044882,0
1352711983.546,0,0.014279,0.029480,0.006784,0
1352711983.556,0,-0.010227,0.013619,-0.018349,0
1352711983.567,0,-0.016750,0.005720,-0.031469,0
1352711983.578,0,-0.007127,0.007746,-0.010417,0
1352711983.589,0,-0.004537,0.007609,0.000096,0
1352711983.599,0,0.007590,0.003278,-0.039955,0
1352711983.610,0,0.051862,-0.029959,-0.073890,0
1352711983.621,0,0.018360,-0.010422,-0.106476,0
1352711983.632,0,-0.034333,0.009756,-0.132955,0
1352711983.642,0,-0.060993,0.015875,-0.158159,0
1352711983.653,0,-0.054145,0.033400,-0.168259,0
1352711983.664,0,-0.038059,0.040288,-0.106111,0
1352711983.675,0,-0.020159,0.042359,-0.026349,0
1352711983.685,0,-0.018879,0.042910,0.025376,0
1352711983.696,0,-0.028464,0.037934,0.055188,0
1352711983.707,0,-0.034084,0.029817,0.064339,0
1352711983.718,0,-0.029489,0.026872,0.054868,0
1352711983.728,0,0.013744,0.008451,0.095167,0
1352711983.739,0,0.039096,0.008366,0.171001,0
1352711983.750,0,0.051347,-0.027032,0.163437,0
1352711983.761,0,0.043625,-0.036045,0.102102,0
1352711983.771,0,0.025102,-0.021926,0.032283,0
1352711983.782,0,0.014624,-0.015466,-0.018897,0
1352711983.793,0,0.010102,-0.017211,-0.025665,0
1352711983.804,0,0.010798,-0.026279,0.004629,0
1352711983.814,0,0.014417,-0.009564,0.035461,0
1352711983.825,0,-0.016428,0.013668,0.072271,0
1352711983.836,0,-0.035752,0.000794,0.073509,0
1352711983.847,0,-0.020806,0.015315,0.024325,0
1352711983.857,0,-0.026680,0.004984,0.002800,0
1352711983.868,0,-0.020625,-0.000959,-0.009226,0
1352711983.879,0,-0.019475,0.000367,-0.012298,0
1352711983.890,0,-0.018580,0.000443,0.011243,0
1352711983.900,0,-0.029404,0.006997,0.047031,0
1352711983.911,0,-0.029225,0.011511,0.056083,0
1352711983.922,0,-0.033976,0.014192,0.039797,0
1352711983.933,0,-0.021066,0.010476,0.016777,0
1352711983.943,0,0.007669,0.004818,-0.003507,0
1352711983.954,0,0.016834,0.008498,-0.015566,0
1352711983.965,0,0.002340,-0.003314,-0.020218,0
1352711983.976,0,-0.011445,0.008459,-0.005931,0
1352711983.986,0,-0.022175,0.012420,0.002086,0
1352711983.997,0,-0.021167,0.015450,-0.003676,0
1352711984.008,0,-0.010209,0.013586,-0.018457,0
1352711984.019,0,-0.022615,0.012005,-0.001621,0
1352711984.029,0,-0.021210,0.007439,-0.000038,0
1352711984.040,0,-0.023975,0.012651,0.001748,0
1352711984.051,0,-0.018196,0.000897,0.003008,0
1352711984.062,0,-0.003724,0.000772,-0.002513,0
1352711984.072,0,0.002591,0.005005,0.008458,0
1352711984.083,0,0.018239,0.002431,0.050355,0
1352711984.094,0,0.009764,0.006928,0.037167,0
1352711984.104,0,-0.002747,0.010078,0.024243,0
1352711984.115,0,-0.014234,0.008653,0.014664,0
1352711984.126,0,-0.020331,0.018764,0.000450,0
1352711984.137,0,-0.025750,0.034378,-0.011255,0
1352711984.147,0,-0.040893,0.030968,-0.023583,0
1352711984.158,0,-0.035132,0.020376,-0.028595,0
1352711984.169,0,-0.022143,0.021559,-0.033462,0
1352711984.180,0,-0.020174,0.020393,-0.025497,0
1352711984.190,0,-0.028458,0.022382,-0.020117,0
1352711984.201,0,-0.011114,0.025736,-0.007624,0
1352711984.212,0,-0.018019,0.027145,0.012211,0
1352711984.223,0,-0.024848,0.028355,0.022536,0
1352711984.233,0,-0.029653,0.016274,0.041877,0
1352711984.244,0,-0.017773,0.011188,0.063146,0
1352711984.255,0,-0.017152,0.003317,0.068974,0
1352711984.266,0,-0.023149,0.008661,0.060175,0
1352711984.276,0,-0.035299,0.014114,0.049450,0
1352711984.287,0,-0.038872,0.021308,0.045053,0
1352711984.298,0,-0.024161,0.013626,0.044040,0
1352711984.309,0,-0.000324,-0.013815,0.048331,0
1352711984.319,0,0.028104,-0.017528,0.011990,0
1352711984.330,0,0.009909,-0.007496,-0.024399,0
1352711984.341,0,-0.012608,0.008901,-0.055640,0
1352711984.352,0,-0.024722,0.026033,-0.079318,0
1352711984.362,0,-0.027128,0.031818,-0.084654,0
1352711984.373,0,-0.015891,0.029562,-0.083750,0
1352711984.384,0,-0.009784,0.029283,-0.092966,0
1352711984.395,0,-0.009373,0.025853,-0.107524,0
1352711984.405,0,-0.017538,0.030061,-0.139458,0
1352711984.416,0,-0.018075,0.032520,-0.166866,0
1352711984.427,0,-0.012521,0.025070,-0.176023,0
1352711984.438,0,0.008640,0.006591,-0.120655,0
1352711984.448,0,0.006104,0.003157,-0.097283,0
1352711984.459,0,-0.013109,0.014489,-0.085884,0
1352711984.470,0,-0.012896,0.021070,-0.075372,0
1352711984.481,0,-0.005625,0.018482,-0.067739,0
1352711984.491,0,0.001177,0.015689,-0.065503,0
1352711984.502,0,0.006952,0.010919,-0.047944,0
1352711984.513,0,0.005188,0.008298,-0.025412,0
1352711984.524,0,-0.001263,0.012306,-0.003273,0
1352711984.534,0,-0.005140,0.016953,0.006100,0
1352711984.545,0,-0.016695,0.022205,0.013858,0
1352711984.556,0,-0.010706,0.021909,0.028229,0
1352711984.567,0,0.000322,0.008544,0.029889,0
1352711984.577,0,-0.013297,0.013173,0.029398,0
1352711984.588,0,-0.014335,0.017309,0.025879,0
1352711984.599,0,-0.010504,0.016606,0.021642,0
1352711984.610,0,-0.012182,0.016950,0.018407,0
1352711984.620,0,-0.020429,0.018245,0.027130,0
1352711984.631,0,-0.028520,0.015157,0.038351,0
1352711984.642,0,-0.023490,0.012407,0.057952,0
1352711984.653,0,-0.013949,0.017894,0.060049,0
1352711984.663,0,-0.009446,0.015139,0.059335,0
1352711984.674,0,-0.001098,0.016430,0.047494,0
1352711984.685,0,0.007996,0.013837,-0.006462,0
1352711984.696,0,0.003386,0.015885,-0.038014,0
1352711984.706,0,-0.009565,0.021852,-0.052901,0
1352711984.717,0,-0.020321,0.020530,-0.053410,0
1352711984.728,0,-0.026005,0.020450,-0.057073,0
1352711984.738,0,-0.018068,0.028926,-0.056863,0
1352711984.749,0,-0.016429,0.022349,-0.057195,0
1352711984.760,0,-0.000467,0.011260,-0.044945,0
1352711984.771,0,0.018159,0.006453,-0.039265,0
1352711984.781,0,0.011296,0.009463,-0.040442,0
1352711984.792,0,-0.009770,0.028525,-0.052470,0
1352711984.803,0,-0.001297,0.015287,-0.063927,0
1352711984.814,0,0.019939,0.014755,-0.017506,0
1352711984.824,0,0.030438,0.005119,0.025257,0
1352711984.835,0,0.046931,-0.008934,0.045178,0
1352711984.846,0,0.019287,-0.003024,0.048170,0
1352711984.857,0,-0.011905,0.000980,0.038006,0
1352711984.867,0,-0.024332,-0.008819,0.026036,0
1352711984.878,0,-0.010465,-0.005592,0.015481,0
1352711984.889,0,0.009160,-0.002335,-0.007807,0
1352711984.900,0,0.006004,-0.000016,-0.002590,0
1352711984.910,0,-0.001121,0.008696,0.007442,0
1352711984.921,0,-0.015086,0.007728,0.039591,0
1352711984.932,0,-0.018670,0.011101,0.050439,0
1352711984.943,0,-0.027651,0.014605,0.063346,0
1352711984.953,0,-0.042041,0.004536,0.087305,0
1352711984.964,0,-0.037951,0.003252,0.094967,0
1352711984.975,0,-0.026075,0.021785,0.067916,0
1352711984.986,0,-0.033423,0.019626,0.019011,0
1352711984.996,0,-0.035160,0.014210,-0.006958,0
1352711985.007,0,-0.020014,0.016509,-0.023597,0
1352711985.018,0,-0.005021,0.013553,-0.030649,0
1352711985.029,0,-0.015927,0.015574,-0.051026,0
1352711985.039,0,-0.032173,0.030823,-0.085195,0
1352711985.050,0,-0.021345,0.021857,-0.090122,0
1352711985.061,0,-0.007895,0.007439,-0.086595,0
1352711985.072,0,-0.006187,0.007779,-0.080160,0
1352711985.082,0,-0.015869,0.004093,-0.066287,0
1352711985.093,0,-0.021765,0.012995,-0.036276,0
1352711985.104,0,-0.015000,0.014457,-0.008328,0
1352711985.115,0,-0.018160,0.006727,0.004164,0
1352711985.125,0,-0.014802,0.008398,0.006109,0
1352711985.136,0,-0.008425,0.010644,0.000116,0
1352711985.147,0,-0.009936,0.017510,-0.014514,0
1352711985.158,0,-0.020862,0.021229,-0.037169,0
1352711985.168,0,-0.009767,0.018937,-0.037798,0
1352711985.179,0,0.007349,0.018072,-0.028319,0
1352711985.190,0,0.010354,0.010107,-0.002733,0
1352711985.201,0,0.011555,0.004025,0.029289,0
1352711985.211,0,0.003599,0.010773,0.026159,0
1352711985.222,0,-0.018587,0.014416,0.032871,0
1352711985.233,0,-0.016312,0.009414,0.033502,0
1352711985.244,0,-0.005782,0.005073,0.023245,0
1352711985.254,0,0.000079,-0.000422,0.008338,0
1352711985.265,0,-0.010285,-0.004441,0.004289,0
1352711985.276,0,-0.031381,0.005757,0.017305,0
1352711985.287,0,-0.025618,-0.003554,0.019241,0
1352711985.297,0,-0.020402,0.004733,0.013534,0
1352711985.308,0,-0.013077,0.008261,-0.019039,0
1352711985.319,0,-0.020417,0.005986,-0.047403,0
1352711985.330,0,-0.026562,0.009401,-0.069181,0
1352711985.340,0,-0.027369,0.004867,-0.061983,0
1352711985.351,0,-0.023157,-0.001362,-0.049743,0
1352711985.362,0,-0.013810,-0.001187,-0.035120,0
1352711985.372,0,-0.002895,-0.006068,-0.029514,0
1352711985.383,0,0.008386,-0.007282,-0.019108,0
1352711985.394,0,0.005765,-0.021061,-0.020772,0
1352711985.405,0,-0.010699,-0.013427,-0.019533,0
1352711985.415,0,-0.008828,-0.000343,-0.016794,0
1352711985.426,0,-0.004786,-0.004863,-0.014797,0
1352711985.437,0,-0.000743,-0.004749,-0.012772,0
1352711985.448,0,-0.000014,-0.007697,-0.004183,0
1352711985.458,0,-0.004016,-0.007410,-0.006775,0
1352711985.469,0,-0.017702,-0.006234,-0.005414,0
1352711985.480,0,-0.018359,0.002439,-0.001697,0
1352711985.491,0,-0.012712,0.009734,-0.002398,0
1352711985.501,0,-0.022878,0.023553,-0.013354,0
1352711985.512,0,-0.026023,0.019220,-0.052915,0
1352711985.523,0,-0.000258,0.008293,-0.055285,0
1352711985.534,0,0.010877,0.006090,-0.042778,0
1352711985.544,0,0.006027,0.006681,-0.023522,0
1352711985.555,0,0.001266,0.012697,-0.003633,0
1352711985.566,0,-0.010379,0.004833,0.027315,0
1352711985.577,0,-0.011747,0.006705,0.041211,0
1352711985.587,0,-0.016364,0.007878,0.043686,0
1352711985.598,0,-0.008082,-0.006470,0.050997,0
1352711985.609,0,0.001747,-0.006766,0.066397,0
1352711985.620,0,-0.007413,0.001180,0.040246,0
1352711985.630,0,-0.038831,0.018333,-0.016794,0
1352711985.641,0,-0.026889,0.011587,-0.005627,0
1352711985.652,0,-0.032220,0.016787,0.010275,0
1352711985.663,0,-0.055725,0.030803,0.010086,0
1352711985.673,0,-0.072405,0.036712,-0.011371,0
1352711985.684,0,-0.088595,0.043565,-0.030607,0
1352711985.695,0,-0.096427,0.055864,-0.041868,0
1352711985.706,0,-0.100349,0.040455,-0.042470,0
1352711985.716,0,-0.109148,0.040874,-0.041674,0
1352711985.727,0,-0.124369,0.051552,-0.040862,0
1352711985.738,0,-0.059566,0.029235,-0.041630,0
1352711985.749,0,0.103716,-0.045966,-0.063794,0
1352711985.759,0,0.139324,-0.056249,-0.065755,0
1352711985.770,0,0.170200,-0.071693,-0.048638,0
1352711985.781,0,0.166019,-0.068337,-0.035636,0
1352711985.792,0,0.139676,-0.050767,-0.007669,0
1352711985.802,0,0.108555,-0.040827,0.022183,0
1352711985.813,0,0.054025,-0.023336,0.043789,0
1352711985.824,0,0.005771,-0.000125,0.046351,0
1352711985.835,0,-0.039216,0.021195,0.031851,0
