Seconds.milliseconds since 1970,Queue size of CMController,Acceleration value in x-direction,Acceleration value in y-direction,Acceleration value in z-direction,Label used for the current sample
1352711977.023,0,0.016577,0.024093,-0.007574,0
1352711977.034,0,-0.004202,0.030685,-0.015819,0
1352711977.045,0,-0.037023,0.028156,0.006485,0
1352711977.055,0,-0.055578,0.021278,0.048542,0
1352711977.066,0,-0.028833,0.012170,0.065367,0
1352711977.077,0,-0.024278,0.050565,0.037870,0
1352711977.088,0,-0.009809,0.019264,0.020615,0
1352711977.098,0,-0.011941,0.007613,0.030144,0
1352711977.109,0,-0.021161,0.001203,0.036911,0
1352711977.120,0,-0.038275,-0.010308,0.044368,0
1352711977.131,0,-0.047180,-0.008767,0.043423,0
1352711977.141,0,-0.049759,-0.002514,0.014840,0
1352711977.152,0,-0.047646,-0.002561,0.006127,0
1352711977.163,0,-0.020826,-0.000440,0.008973,0
1352711977.174,0,-0.013019,-0.000423,-0.017092,0
1352711977.184,0,-0.022297,0.005108,-0.031715,0
1352711977.195,0,-0.029241,0.000025,-0.040409,0
1352711977.206,0,-0.012097,0.002844,-0.017834,0
1352711977.217,0,0.004825,0.008064,-0.029749,0
1352711977.227,0,0.018825,0.006375,-0.057897,0
1352711977.238,0,0.022206,0.007325,-0.073472,0
1352711977.249,0,0.042958,0.009062,-0.071997,0
1352711977.260,0,0.036281,0.001819,-0.088485,0
1352711977.270,0,-0.011430,-0.011455,-0.083781,0
1352711977.281,0,-0.047597,-0.005739,-0.040789,0
1352711977.292,0,-0.040934,0.000536,0.004742,0
1352711977.303,0,-0.017746,0.004464,0.029083,0
1352711977.313,0,-0.027054,0.005320,0.034719,0
1352711977.324,0,-0.034512,0.015830,0.038312,0
1352711977.335,0,-0.043700,0.024749,0.037391,0
1352711977.346,0,-0.037433,0.020997,0.013478,0
1352711977.356,0,0.020954,0.028168,-0.010485,0
1352711977.367,0,0.013965,0.028007,-0.004744,0
1352711977.378,0,0.009358,0.025410,0.001502,0
1352711977.389,0,0.008950,0.025576,0.007624,0
1352711977.399,0,0.008924,0.016713,0.005348,0
1352711977.410,0,0.006997,0.011272,-0.012618,0
1352711977.421,0,0.003984,0.008284,-0.015275,0
1352711977.432,0,-0.003187,0.014614,-0.003609,0
1352711977.442,0,0.006005,0.009500,-0.006573,0
1352711977.453,0,0.041246,0.009346,-0.014263,0
1352711977.464,0,0.007499,0.005917,0.006740,0
1352711977.474,0,-0.005520,-0.003109,0.003813,0
1352711977.485,0,0.000971,-0.006996,-0.013164,0
1352711977.496,0,-0.005608,-0.006789,0.003637,0
1352711977.507,0,-0.016849,-0.011230,0.028743,0
1352711977.517,0,-0.031586,-0.010273,0.052822,0
1352711977.528,0,-0.062229,-0.017749,0.057830,0
1352711977.539,0,-0.046446,-0.013359,0.033492,0
1352711977.550,0,0.014754,0.003311,0.002932,0
1352711977.560,0,0.005749,0.006900,-0.049578,0
1352711977.571,0,-0.036432,-0.009979,-0.069044,0
1352711977.582,0,-0.021661,0.004820,-0.069598,0
1352711977.593,0,0.045064,0.031818,-0.051419,0
1352711977.603,0,0.047933,0.038016,-0.031955,0
1352711977.614,0,0.029134,0.039622,-0.028612,0
1352711977.625,0,-0.032036,0.026558,-0.008238,0
1352711977.636,0,-0.056844,0.023540,0.023249,0
1352711977.646,0,-0.053051,0.026191,0.028462,0
1352711977.657,0,-0.047496,0.022524,0.013783,0
1352711977.668,0,-0.031115,0.019634,0.014979,0
1352711977.679,0,0.020469,0.031857,-0.029538,0
1352711977.689,0,0.040361,0.034309,-0.082019,0
1352711977.700,0,0.037761,0.026618,-0.099822,0
1352711977.711,0,0.021143,0.025586,-0.058765,0
1352711977.722,0,-0.007264,0.016477,0.025672,0
1352711977.732,0,-0.026223,0.010713,0.083884,0
1352711977.743,0,-0.060762,-0.009143,0.079476,0
1352711977.754,0,-0.096767,-0.020802,0.027989,0
1352711977.765,0,-0.070077,-0.026783,-0.030017,0
1352711977.775,0,-0.031049,-0.014248,-0.035736,0
1352711977.786,0,-0.038603,-0.007325,-0.015366,0
1352711977.797,0,-0.015287,0.000546,0.029049,0
1352711977.808,0,-0.007358,0.000380,-0.033329,0
1352711977.818,0,0.018104,0.012355,-0.048180,0
1352711977.829,0,-0.038152,0.011335,-0.042190,0
1352711977.840,0,-0.007740,0.012779,-0.005370,0
1352711977.851,0,0.014727,0.024394,-0.007095,0
1352711977.861,0,0.022616,0.025671,-0.040506,0
1352711977.872,0,0.033820,0.031872,-0.056685,0
1352711977.883,0,0.046065,0.043131,-0.036191,0
1352711977.894,0,0.033747,0.044158,-0.000820,0
1352711977.904,0,0.025368,0.030052,-0.019235,0
1352711977.915,0,0.019393,0.034357,-0.048383,0
1352711977.926,0,0.024607,0.025072,-0.045808,0
1352711977.937,0,0.025418,0.032996,-0.057772,0
1352711977.947,0,0.016953,0.019037,-0.044139,0
1352711977.958,0,0.009646,0.020712,-0.031959,0
1352711977.969,0,0.008520,0.015584,-0.018572,0
1352711977.980,0,-0.005265,0.004798,0.008165,0
1352711977.990,0,-0.010494,0.002210,0.009034,0
1352711978.001,0,-0.011864,-0.005488,-0.007583,0
1352711978.012,0,0.011257,-0.000585,-0.025218,0
1352711978.023,0,0.037823,0.000155,-0.044273,0
1352711978.033,0,0.028508,-0.002572,-0.051965,0
1352711978.044,0,-0.001504,-0.001444,-0.020988,0
1352711978.055,0,-0.006808,-0.006505,-0.006875,0
1352711978.065,0,0.060784,0.027752,0.018536,0
1352711978.076,0,0.018447,0.015869,-0.001733,0
1352711978.087,0,-0.039323,0.025527,0.035592,0
1352711978.098,0,-0.051803,0.026508,0.080413,0
1352711978.108,0,-0.060582,0.023117,0.062915,0
1352711978.119,0,-0.065959,0.029733,0.025231,0
1352711978.130,0,-0.058289,0.028134,0.009327,0
1352711978.141,0,-0.034511,0.032567,-0.014631,0
1352711978.151,0,-0.018935,0.020025,-0.025649,0
1352711978.162,0,-0.014578,0.012374,-0.035690,0
1352711978.173,0,0.046104,0.011056,-0.026282,0
1352711978.184,0,-0.007282,0.004022,-0.037427,0
1352711978.194,0,-0.001664,-0.017325,-0.035704,0
1352711978.205,0,0.002330,-0.016512,0.009957,0
1352711978.216,0,-0.022221,-0.017087,0.054862,0
1352711978.227,0,-0.043512,-0.022048,0.092865,0
1352711978.237,0,-0.044516,-0.034874,0.033698,0
1352711978.248,0,-0.029027,-0.027414,-0.034672,0
1352711978.259,0,-0.005502,-0.027805,-0.070971,0
1352711978.270,0,0.001736,-0.013199,-0.035268,0
1352711978.280,0,0.001384,-0.004778,-0.022553,0
1352711978.291,0,0.000038,-0.003678,-0.017991,0
1352711978.302,0,0.012400,0.003839,-0.027837,0
1352711978.313,0,0.021406,0.004970,-0.056040,0
1352711978.323,0,0.014113,-0.000267,-0.064827,0
1352711978.334,0,0.008940,-0.000444,-0.059837,0
1352711978.345,0,0.011374,-0.000319,-0.046979,0
1352711978.356,0,0.015343,-0.005774,-0.020318,0
1352711978.366,0,0.002596,-0.006299,-0.008016,0
1352711978.377,0,-0.027595,-0.017066,-0.001173,0
1352711978.388,0,0.021935,0.002519,0.020124,0
1352711978.399,0,-0.027925,0.001421,0.045751,0
1352711978.409,0,-0.029678,0.017152,0.070344,0
1352711978.420,0,-0.020935,0.030785,0.060414,0
1352711978.431,0,0.011376,0.039109,0.051759,0
1352711978.442,0,0.001168,0.028419,0.023125,0
1352711978.452,0,-0.009251,0.024307,0.028608,0
1352711978.463,0,-0.039076,0.030804,0.043495,0
1352711978.474,0,-0.086910,0.007839,0.070789,0
1352711978.485,0,-0.108564,0.008386,0.093283,0
1352711978.495,0,-0.151685,0.003241,0.085754,0
1352711978.506,0,-0.174110,0.006405,0.064379,0
1352711978.517,0,-0.152094,0.001114,0.044822,0
1352711978.528,0,-0.131036,0.008877,0.040513,0
1352711978.538,0,-0.131905,0.010196,0.020581,0
1352711978.549,0,-0.117106,0.009608,-0.017670,0
1352711978.560,0,-0.097781,0.012866,-0.059750,0
1352711978.571,0,-0.081265,0.011960,-0.079432,0
1352711978.581,0,-0.050667,-0.001543,-0.089018,0
1352711978.592,0,0.013425,0.001545,-0.088808,0
1352711978.603,0,0.069225,0.027916,-0.088560,0
1352711978.614,0,0.083203,0.040240,-0.081409,0
1352711978.624,0,0.058200,0.029671,-0.073916,0
1352711978.635,0,0.049252,0.013292,-0.043804,0
1352711978.646,0,0.070296,0.019797,-0.021202,0
1352711978.656,0,0.081272,0.031512,0.003036,0
1352711978.667,0,0.093074,0.031560,0.004517,0
1352711978.678,0,0.098695,0.032773,0.025856,0
1352711978.689,0,0.100535,0.034757,0.028457,0
1352711978.699,0,0.100023,0.034308,0.014259,0
1352711978.710,0,0.084768,0.054176,0.019717,0
1352711978.721,0,0.074047,0.062489,0.009398,0
1352711978.732,0,0.062268,0.065183,-0.018585,0
1352711978.742,0,0.060329,0.068650,-0.035829,0
1352711978.753,0,0.040498,0.059119,-0.067617,0
1352711978.764,0,0.027432,0.057763,-0.076064,0
1352711978.775,0,-0.005303,0.040769,-0.080396,0
1352711978.785,0,-0.029709,0.027830,-0.051692,0
1352711978.796,0,-0.061188,0.041974,-0.017679,0
1352711978.807,0,-0.055008,0.026532,0.010225,0
1352711978.818,0,-0.039231,0.006838,0.042073,0
1352711978.828,0,-0.034524,-0.001550,0.056238,0
1352711978.839,0,-0.041190,-0.001662,0.044402,0
1352711978.850,0,-0.049526,-0.003240,0.020197,0
1352711978.861,0,-0.050716,-0.001396,0.005672,0
1352711978.871,0,-0.038382,0.004456,0.006757,0
1352711978.882,0,-0.038755,-0.003652,0.009219,0
1352711978.893,0,-0.039694,-0.007107,0.000235,0
1352711978.904,0,-0.058290,-0.008294,-0.024761,0
1352711978.914,0,-0.076234,-0.007652,-0.049496,0
1352711978.925,0,-0.056606,-0.030271,-0.081606,0
1352711978.936,0,-0.025522,-0.036085,-0.075247,0
1352711978.947,0,-0.023343,-0.015634,-0.082127,0
1352711978.957,0,-0.025852,-0.004425,-0.084324,0
1352711978.968,0,-0.011956,-0.007383,-0.058890,0
1352711978.979,0,-0.013740,0.000825,-0.036582,0
1352711978.990,0,-0.017948,0.020527,-0.040208,0
1352711979.000,0,-0.007708,0.013969,-0.033543,0
1352711979.011,0,0.047054,0.008235,-0.057114,0
1352711979.022,0,0.055780,0.025021,-0.066200,0
1352711979.033,0,0.023732,0.033820,-0.065398,0
1352711979.043,0,0.022574,0.029961,-0.077474,0
1352711979.054,0,0.026504,0.030086,-0.034962,0
1352711979.065,0,0.032521,0.038573,-0.012697,0
1352711979.076,0,0.029609,0.034506,0.000187,0
1352711979.086,0,0.021109,0.028332,0.012451,0
1352711979.097,0,0.002120,0.027508,0.018913,0
1352711979.108,0,-0.029718,0.016583,0.016469,0
1352711979.119,0,-0.027820,0.011897,0.002263,0
1352711979.129,0,-0.017326,0.009673,0.000175,0
1352711979.140,0,-0.015211,0.014369,0.003968,0
1352711979.151,0,-0.006885,0.023686,0.008083,0
1352711979.162,0,-0.002215,0.029215,0.021745,0
1352711979.172,0,-0.005253,0.038580,0.022702,0
1352711979.183,0,-0.012520,0.036906,0.030289,0
1352711979.194,0,-0.026174,0.035915,0.037616,0
1352711979.205,0,-0.034857,0.027231,0.033008,0
1352711979.215,0,-0.031602,0.014035,0.020665,0
1352711979.226,0,-0.027340,0.012580,-0.016665,0
1352711979.237,0,-0.034231,0.010311,-0.027575,0
1352711979.247,0,-0.026960,-0.005071,-0.026518,0
1352711979.258,0,-0.016161,-0.052752,0.008249,0
1352711979.269,0,-0.066684,-0.015454,0.048240,0
1352711979.280,0,-0.105948,0.035088,0.042356,0
1352711979.290,0,-0.075532,0.017147,-0.000906,0
1352711979.301,0,-0.021712,-0.035731,-0.042542,0
1352711979.312,0,-0.013165,-0.039356,-0.055099,0
1352711979.323,0,-0.038619,-0.017106,-0.038953,0
1352711979.333,0,-0.059251,-0.003055,-0.022264,0
1352711979.344,0,-0.063045,0.007781,-0.044827,0
1352711979.355,0,-0.054752,-0.004138,-0.072716,0
1352711979.366,0,-0.039985,-0.015432,-0.070532,0
1352711979.376,0,-0.042650,-0.008193,-0.050964,0
1352711979.387,0,-0.056412,0.006764,-0.020502,0
1352711979.398,0,-0.045509,0.016786,-0.005230,0
1352711979.409,0,-0.019511,0.028357,-0.000568,0
1352711979.419,0,0.007090,0.022856,0.004366,0
1352711979.430,0,0.029616,0.023113,0.022092,0
1352711979.441,0,0.035224,0.026698,0.032393,0
1352711979.452,0,0.034960,0.029703,0.027421,0
1352711979.462,0,0.030078,0.022854,0.009214,0
1352711979.473,0,0.032911,0.020210,-0.004044,0
1352711979.484,0,0.042919,0.019362,-0.003625,0
1352711979.495,0,0.051105,0.012695,-0.002555,0
1352711979.505,0,0.047758,0.011899,0.010193,0
1352711979.516,0,0.034682,0.008240,0.017329,0
1352711979.527,0,0.017639,0.002468,0.012135,0
1352711979.538,0,0.011600,0.001257,-0.002959,0
1352711979.548,0,-0.004217,0.001194,-0.027422,0
1352711979.559,0,-0.021573,0.007615,-0.051154,0
1352711979.570,0,-0.024986,0.005610,-0.061029,0
1352711979.581,0,-0.013494,0.001559,-0.054366,0
1352711979.591,0,-0.008853,0.003985,-0.036781,0
1352711979.602,0,-0.013366,0.012572,-0.018152,0
1352711979.613,0,-0.011010,0.006249,-0.007113,0
1352711979.624,0,-0.011624,-0.000738,-0.005578,0
1352711979.634,0,-0.019488,0.004229,-0.007427,0
1352711979.645,0,-0.029178,0.009890,0.001162,0
1352711979.656,0,-0.020733,0.003288,0.018394,0
1352711979.667,0,-0.025251,0.003730,0.036226,0
1352711979.677,0,-0.034865,0.009225,0.048786,0
1352711979.688,0,-0.030413,0.001933,0.040198,0
1352711979.699,0,-0.017981,0.007498,0.010561,0
1352711979.710,0,-0.013733,0.010017,0.000756,0
1352711979.720,0,-0.004862,0.017929,-0.003052,0
1352711979.731,0,0.002766,0.024652,0.001986,0
1352711979.742,0,0.008067,0.025069,0.012577,0
1352711979.753,0,0.000140,0.028810,0.017296,0
1352711979.763,0,-0.000317,0.020184,0.013474,0
1352711979.774,0,-0.004722,0.015379,0.009175,0
1352711979.785,0,-0.016207,0.012817,0.002162,0
1352711979.796,0,-0.028226,0.008436,-0.009540,0
1352711979.806,0,-0.030435,0.003956,-0.022191,0
1352711979.817,0,-0.024358,0.000970,-0.047840,0
1352711979.828,0,-0.013969,0.000225,-0.049736,0
1352711979.839,0,-0.006300,-0.006382,-0.036763,0
1352711979.849,0,-0.009710,-0.005310,-0.018807,0
1352711979.860,0,-0.019003,-0.003038,-0.006940,0
1352711979.871,0,-0.016849,-0.003844,-0.009735,0
1352711979.881,0,-0.009443,0.000514,0.001187,0
1352711979.892,0,-0.006523,0.001765,0.000896,0
1352711979.903,0,-0.006442,0.002217,-0.004444,0
1352711979.914,0,-0.006149,0.003496,-0.013055,0
1352711979.924,0,0.003028,-0.002014,-0.022307,0
1352711979.935,0,-0.006871,0.006318,-0.028390,0
1352711979.946,0,-0.002554,0.001868,-0.031581,0
1352711979.957,0,-0.000432,0.005972,-0.032598,0
1352711979.967,0,-0.005432,0.013421,-0.023208,0
1352711979.978,0,-0.000162,0.022979,-0.013162,0
1352711979.989,0,0.007031,0.022173,0.002350,0
1352711980.000,0,0.012504,0.016935,0.009736,0
1352711980.010,0,0.005535,0.015154,0.015324,0
1352711980.021,0,0.005758,0.012817,0.008123,0
1352711980.032,0,0.010435,0.011895,-0.003866,0
1352711980.043,0,0.014483,0.008718,-0.012466,0
1352711980.053,0,0.010209,0.013556,-0.018811,0
1352711980.064,0,0.030700,-0.088202,-0.030769,0
1352711980.075,0,-0.021081,-0.003293,-0.055229,0
1352711980.086,0,-0.031097,0.003374,-0.004318,0
1352711980.096,0,-0.049023,0.003264,0.036516,0
1352711980.107,0,-0.051375,0.001467,0.048978,0
1352711980.118,0,-0.057633,0.005426,0.064060,0
1352711980.129,0,-0.046574,0.011512,0.063980,0
1352711980.139,0,-0.020317,-0.001776,0.038527,0
1352711980.150,0,0.016721,-0.014191,-0.094994,0
1352711980.161,0,0.030833,-0.024731,-0.153688,0
1352711980.172,0,0.026177,0.020198,-0.090519,0
1352711980.182,0,0.020600,0.050106,-0.049913,0
1352711980.193,0,-0.013877,0.045360,0.004549,0
1352711980.204,0,-0.066963,0.019941,0.031173,0
1352711980.215,0,-0.092943,-0.013468,0.025346,0
1352711980.225,0,-0.098900,-0.012460,0.045174,0
1352711980.236,0,-0.099228,-0.003899,0.075864,0
1352711980.247,0,-0.054838,0.011380,0.126629,0
1352711980.258,0,-0.015883,0.019154,0.117743,0
1352711980.268,0,0.016297,0.007751,0.116850,0
1352711980.279,0,0.008667,-0.010112,0.050794,0
1352711980.290,0,-0.016895,0.013083,0.053573,0
1352711980.301,0,-0.040515,0.007572,-0.000690,0
1352711980.311,0,-0.041791,0.010168,-0.027923,0
1352711980.322,0,-0.054719,0.018790,-0.036731,0
1352711980.333,0,-0.076291,0.002165,-0.042344,0
1352711980.344,0,-0.069288,-0.001309,-0.020726,0
1352711980.354,0,-0.018300,0.013917,-0.017100,0
1352711980.365,0,0.099360,-0.012119,-0.047381,0
1352711980.376,0,0.216728,-0.105275,-0.049809,0
1352711980.387,0,0.267865,-0.144765,-0.062115,0
1352711980.397,0,0.244397,-0.121203,-0.096526,0
1352711980.408,0,0.125435,-0.097264,-0.068944,0
