Seconds.milliseconds since 1970,Queue size of CMController,Gyro X,Gyro Y,Gyro Z,Roll of the device,Pitch of the device,Yaw of the device,Quaternion X,Quaternion Y,Quaternion Z,Quaternion W,X-axis magnetic field in microteslas,Y-axis magnetic field in microteslas,Z-axis magnetic field in microteslas,Magnetic field accuracy (-1: not calibrated, 0: low, 1: medium, 2: high),Label used for the current sample
1352711975.003,0,0.048959,0.063928,-0.001190,-0.010231,0.530865,-2.522949,-0.075152,0.251376,0.919578,-0.292470,-19.709415,4.141485,-20.126118,2,0
1352711975.014,0,0.052607,0.020322,0.008229,-0.009979,0.531402,-2.522824,-0.075363,0.251581,0.919483,-0.292536,-19.709415,4.141485,-20.126118,2,0
1352711975.025,0,0.037520,-0.011392,0.040917,-0.010213,0.531876,-2.522460,-0.075371,0.251820,0.919380,-0.292654,-19.709415,4.141485,-20.126118,2,0
1352711975.035,0,0.031433,-0.012547,0.031069,-0.010543,0.532257,-2.522075,-0.075324,0.252028,0.919289,-0.292773,-19.681175,4.122501,-20.157623,2,0
1352711975.046,0,0.027727,-0.010133,0.031067,-0.010592,0.532536,-2.521814,-0.075376,0.252154,0.919218,-0.292876,-19.679510,4.119627,-20.159836,2,0
1352711975.057,0,0.027984,0.009435,0.000625,-0.010573,0.532842,-2.521741,-0.075439,0.252289,0.919168,-0.292898,-19.679510,4.119627,-20.159836,2,0
1352711975.067,0,0.028010,0.049394,-0.005130,-0.010036,0.533184,-2.521817,-0.075727,0.252370,0.919116,-0.292917,-19.679510,4.119627,-20.159836,2,0
1352711975.078,0,-0.000117,0.053354,0.000328,-0.009643,0.533413,-2.521779,-0.075946,0.252416,0.919067,-0.292974,-19.665735,4.105308,-20.176193,2,0
1352711975.089,0,-0.022587,0.080944,0.026169,-0.008971,0.533195,-2.521516,-0.076256,0.252208,0.919030,-0.293189,-19.665735,4.105308,-20.176193,2,0
1352711975.100,0,-0.018947,0.079692,0.033530,-0.008266,0.532949,-2.521092,-0.076597,0.251975,0.918972,-0.293483,-19.643152,4.111472,-20.196926,2,0
1352711975.110,0,-0.025016,0.068868,0.022368,-0.007647,0.532684,-2.520815,-0.076877,0.251752,0.918941,-0.293699,-19.643152,4.111472,-20.196926,2,0
1352711975.121,0,-0.016515,0.053042,0.039424,-0.007466,0.532371,-2.520271,-0.076982,0.251561,0.918893,-0.293985,-19.643152,4.111472,-20.196926,2,0
1352711975.132,0,-0.010312,0.072443,0.034741,-0.006935,0.532224,-2.519824,-0.077261,0.251398,0.918825,-0.294263,-19.595486,4.149120,-20.235495,2,0
1352711975.143,0,-0.010298,0.084556,0.032403,-0.006238,0.532118,-2.519406,-0.077618,0.251230,0.918750,-0.294547,-19.595486,4.149120,-20.235495,2,0
1352711975.153,0,-0.021646,0.081923,0.059258,-0.005685,0.531929,-2.518760,-0.077925,0.251037,0.918656,-0.294921,-19.595486,4.149120,-20.235495,2,0
1352711975.164,0,-0.029039,0.071033,0.057886,-0.004909,0.531457,-2.518213,-0.078280,0.250684,0.918604,-0.295289,-19.538427,4.183447,-20.283543,2,0
1352711975.175,0,-0.031471,0.079528,0.053049,-0.004437,0.531090,-2.517547,-0.078526,0.250420,0.918533,-0.295670,-19.506084,4.211863,-20.308773,2,0
1352711975.186,0,-0.061167,0.125399,0.056966,-0.003670,0.530615,-2.516817,-0.078899,0.250060,0.918454,-0.296121,-19.506084,4.211863,-20.308773,2,0
1352711975.196,0,-0.040369,0.176127,0.074713,-0.002462,0.529708,-2.515852,-0.079440,0.249426,0.918376,-0.296752,-19.506084,4.211863,-20.308773,2,0
